date,open,high,low,close,volume
2021-11-18,2964.83,3011.61,2957.69,2996.77,1781411.0
2021-11-08,2996.5,3012.295,2968.61,2980.62,1152625.0
2021-11-19,2999.5088,3019.33,2977.98,2978.53,1684969.0
2021-11-09,2984.66,2996.69,2944.895,2978.37,972092.0
2021-11-05,2983.39,3006.55,2963.94,2977.04,1917737.0
